,location,location_counter,actor,line,neg,neu,pos,compound
342,INT. TATOOINE - MOS EISLEY - CANTINA,51,BEN,This is Chewbacca. He's first-mate on a ship that might suit our needs.,0.0,1.0,0.0,0.0
343,EXT. TATOOINE - MOS EISLEY - STREET,52,THREEPIO,I don't like the look of this.,0.297,0.703,0.0,-0.2755
344,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,Han Solo. I'm captain of the Millennium Falcon. Chewie here tells me you're looking for passage to the Alderaan system.,0.0,1.0,0.0,0.0
345,INT. TATOOINE - MOS EISLEY - CANTINA,53,BEN,"Yes, indeed. If it's a fast ship.",0.0,0.649,0.351,0.4019
346,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,Fast ship? You've never heard of the Millennium Falcon?,0.0,1.0,0.0,0.0
347,INT. TATOOINE - MOS EISLEY - CANTINA,53,BEN,Should I have?,0.0,1.0,0.0,0.0
348,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,It's the ship that made the Kessel run in less than twelve parsecs!,0.0,1.0,0.0,0.0
349,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,"I've outrun Imperial starships, not the local bulk-cruisers, mind you. I'm talking about the big Corellian ships now. She's fast enough for you, old man. What's the cargo?",0.0,1.0,0.0,0.0
350,INT. TATOOINE - MOS EISLEY - CANTINA,53,BEN,"Only passengers. Myself, the boy, two droids, and no questions asked.",0.18,0.82,0.0,-0.296
351,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,What is it? Some kind of local trouble?,0.304,0.696,0.0,-0.4696
352,INT. TATOOINE - MOS EISLEY - CANTINA,53,BEN,Let's just say we'd like to avoid any Imperial entanglements.,0.173,0.63,0.197,0.0772
353,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,"Well, that's the trick, isn't it? And it's going to cost you something extra. Ten thousand in advance.",0.062,0.829,0.109,0.2263
354,INT. TATOOINE - MOS EISLEY - CANTINA,53,LUKE,Ten thousand? We could almost buy our own ship for that!,0.0,1.0,0.0,0.0
355,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,"But who's going to fly it, kid! You?",0.0,1.0,0.0,0.0
356,INT. TATOOINE - MOS EISLEY - CANTINA,53,LUKE,You bet I could. I'm not such a bad pilot myself! We don't have to sit here and listen...,0.0,0.836,0.164,0.484
357,INT. TATOOINE - MOS EISLEY - CANTINA,53,BEN,"We haven't that much with us. But we could pay you two thousand now, plus fifteen when we reach Alderaan.",0.068,0.878,0.054,-0.0772
358,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,"Seventeen, huh!",0.0,1.0,0.0,0.0
359,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,Okay. You guys got yourself a ship. We'll leave as soon as you're ready. Docking bay Ninety-four.,0.065,0.699,0.237,0.4939
360,INT. TATOOINE - MOS EISLEY - CANTINA,53,BEN,Ninety-four.,0.0,1.0,0.0,0.0
361,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,Looks like somebody's beginning to take an interest in your handiwork.,0.0,0.621,0.379,0.6705
362,INT. TATOOINE - MOS EISLEY - CANTINA,53,TROOPER,"All right, we'll check it out.",0.0,1.0,0.0,0.0
363,INT. TATOOINE - MOS EISLEY - CANTINA,53,HAN,Seventeen thousand! Those guys must really be desperate. This could really save my neck. Get back to the ship and get her ready.,0.089,0.693,0.218,0.5728
364,EXT. TATOOINE - MOS EISLEY - STREET,54,BEN,You'll have to sell your speeder.,0.0,1.0,0.0,0.0
365,EXT. TATOOINE - MOS EISLEY - STREET,54,LUKE,That's okay. I'm never coming back to this planet again.,0.0,0.826,0.174,0.2263
366,INT. MOS EISLEY - CANTINA,55,GREEDO,"Going somewhere, Solo?",0.0,1.0,0.0,0.0
367,INT. MOS EISLEY - CANTINA,55,HAN,"Yes, Greedo. As a matter of fact, I was just going to see your boss. Tell Jabba that I've got his money.",0.0,0.826,0.174,0.4215
368,INT. MOS EISLEY - CANTINA,55,GREEDO,"It's too late. You should have paid him when you had the chance. Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you. I'm lucky I found you first.",0.0,0.882,0.118,0.5859
369,INT. MOS EISLEY - CANTINA,55,HAN,"Yeah, but this time I got the money.",0.0,0.789,0.211,0.1531
370,INT. MOS EISLEY - CANTINA,55,GREEDO,"If you give it to me, I might forget I found you.",0.174,0.826,0.0,-0.2263
371,INT. MOS EISLEY - CANTINA,55,HAN,I don't have it with me. Tell Jabba...,0.0,1.0,0.0,0.0
372,INT. MOS EISLEY - CANTINA,55,GREEDO,Jabba's through with you. He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.,0.261,0.739,0.0,-0.6908
373,INT. MOS EISLEY - CANTINA,55,HAN,Even I get boarded sometimes. Do you think I had a choice?,0.0,1.0,0.0,0.0
374,INT. MOS EISLEY - CANTINA,55,GREEDO,You can tell that to Jabba. He may only take your ship.,0.0,1.0,0.0,0.0
375,INT. MOS EISLEY - CANTINA,55,HAN,Over my dead body.,0.589,0.411,0.0,-0.6486
376,INT. MOS EISLEY - CANTINA,55,GREEDO,That's the idea. I've been looking forward to killing you for a long time.,0.268,0.732,0.0,-0.6597
377,INT. MOS EISLEY - CANTINA,55,HAN,"Yes, I'll bet you have.",0.0,0.597,0.403,0.4019
378,INT. MOS EISLEY - CANTINA,55,HAN,Sorry about the mess.,0.655,0.345,0.0,-0.4215
379,INT. DEATH STAR - CONTROL ROOM,57,VADER,Her resistance to the mind probe is considerable. It will be some time before we can extract any information from her.,0.0,1.0,0.0,0.0
380,INT. DEATH STAR - CONTROL ROOM,57,IMPERIAL OFFICER,The final check-out is complete. All systems are operational. What course shall we set?,0.0,1.0,0.0,0.0
381,INT. DEATH STAR - CONTROL ROOM,57,TARKIN,Perhaps she would respond to an alternative form of persuasion.,0.0,1.0,0.0,0.0
382,INT. DEATH STAR - CONTROL ROOM,57,VADER,What do you mean?,0.0,1.0,0.0,0.0
383,INT. DEATH STAR - CONTROL ROOM,57,TARKIN,I think it is time we demonstrate the full power of this station.(to soldier)Set your course for Princess Leia's home planet of Alderaan.,0.0,1.0,0.0,0.0
384,INT. DEATH STAR - CONTROL ROOM,57,TROOPER,With pleasure.,0.0,0.213,0.787,0.5719
385,EXT. TATOOINE - MOS EISLEY - STREET,58,THREEPIO,"Lock the door, Artoo.",0.0,1.0,0.0,0.0
386,EXT. TATOOINE - MOS EISLEY - STREET,58,TROOPER,"All right, check that side of the street. It's secure. Move on to the next door.",0.0,0.862,0.138,0.34
387,EXT. TATOOINE - MOS EISLEY - STREET,58,THREEPIO,"I would much rather have gone with Master Luke than stay here with you. I don't know what all the trouble is about, but I'm sure it must be your fault.",0.157,0.757,0.086,-0.3506
388,EXT. TATOOINE - MOS EISLEY - STREET,58,THREEPIO,You watch your language!,0.0,1.0,0.0,0.0
389,EXT. TATOOINE - MOS EISLEY - STREET - ALLEYWAY - USED ,58,SPEEDER LOT,,0.0,0.0,0.0,0.0
390,EXT. TATOOINE - MOS EISLEY - STREET - ALLEYWAY - USED ,59,LUKE,"He says it's the best he can do. Since the XP-38 came out, they're just not in demand.",0.0,0.742,0.258,0.6778
391,EXT. TATOOINE - MOS EISLEY - STREET - ALLEYWAY - USED ,59,BEN,It will be enough.,0.0,1.0,0.0,0.0
392,EXT. TATOOINE - MOS EISLEY - STREET - ALLEYWAY - USED ,59,BEN,"If the ship's as fast as he's boasting, we ought to do well.",0.0,0.851,0.149,0.2732
393,INT. DOCKING BAY 94 - DAY,60,JABBA,"Come on out, Solo!",0.0,1.0,0.0,0.0
394,INT. DOCKING BAY 94 - DAY,60,HAN,"I've been waiting for you, Jabba.",0.0,1.0,0.0,0.0
395,INT. DOCKING BAY 94 - DAY,60,JABBA,I expected you would be.,0.0,1.0,0.0,0.0
396,INT. DOCKING BAY 94 - DAY,60,HAN,I'm not the type to run.,0.0,1.0,0.0,0.0
397,INT. DOCKING BAY 94 - DAY,60,JABBA,"(fatherly-smooth)Han, my boy, there are times when you disappoint me... why haven't you paid me? And why did you have to fry poor Greedo like that... after all we've been through together.",0.155,0.777,0.067,-0.5106
398,INT. DOCKING BAY 94 - DAY,60,HAN,You sent Greedo to blast me.,0.0,1.0,0.0,0.0
399,INT. DOCKING BAY 94 - DAY,60,JABBA,"(mock surprise)Han, why you're the best smuggler in the business. You're too valuable to fry. He was only relaying my concern at your delays. He wasn't going to blast you.",0.083,0.722,0.195,0.6369
400,INT. DOCKING BAY 94 - DAY,60,HAN,"I think he thought he was. Next time don't send one of those twerps. If you've got something to say to me, come see me yourself.",0.0,1.0,0.0,0.0
401,INT. DOCKING BAY 94 - DAY,60,JABBA,"Han, Han! If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception. Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship? It's not good business.",0.155,0.803,0.043,-0.6921
402,INT. DOCKING BAY 94 - DAY,60,HAN,"You know, even I get boarded sometimes, Jabba. I had no choice, but I've got a charter now and I can pay you back, plus a little extra. I just need some more time.",0.11,0.89,0.0,-0.296
403,INT. DOCKING BAY 94 - DAY,60,JABBA,"(to his men)Put your blasters away. Han, my boy, I'm only doing this because you're the best and I need you. So, for an extra, say twenty percent I'll give you a little more time... but this is it. If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life.",0.051,0.912,0.037,-0.2382
404,INT. DOCKING BAY 94 - DAY,60,HAN,"Jabba, I'll pay you because it's my pleasure.",0.126,0.541,0.333,0.5106
405,INT. MOS EISLEY SPACEPORT - DOCKING BAY 94,62,LUKE,What a piece of junk.,0.0,1.0,0.0,0.0
406,INT. MOS EISLEY SPACEPORT - DOCKING BAY 94,62,HAN,"She'll make point five beyond the speed of light. She may not look like much, but she's got it where it counts, kid. I've added some special modifications myself.",0.048,0.841,0.111,0.4579
407,INT. MOS EISLEY SPACEPORT - DOCKING BAY 94,62,HAN,"We're a little rushed, so if you'll hurry aboard we'll get out of here.",0.0,0.916,0.084,0.0258
408,INT. MOS EISLEY SPACEPORT - DOCKING BAY 94,64,THREEPIO,"Hello, sir.",0.0,1.0,0.0,0.0
409,EXT. TATOOINE - MOS EISLEY - STREET,65,TROOPER,Which way?,0.0,1.0,0.0,0.0
410,EXT. TATOOINE - MOS EISLEY - STREET,65,TROOPER,"All right, men. Load your weapons!",0.39,0.61,0.0,-0.4926
411,INT. MOS EISLEY SPACEPORT - DOCKING BAY 94],66,TROOPER,Stop that ship!,0.555,0.445,0.0,-0.3595
412,INT. MOS EISLEY SPACEPORT - DOCKING BAY 94],66,TROOPER,Blast 'em!,0.0,1.0,0.0,0.0
413,INT. MILLENNIUM FALCON,67,HAN,"Chewie, get us out of here!",0.0,1.0,0.0,0.0
414,INT. MILLENNIUM FALCON,67,THREEPIO,"Oh, my. I'd forgotten how much I hate space travel.",0.444,0.556,0.0,-0.6808
415,INT. MILLENNIUM FALCON - COCKPIT,71,HAN,It looks like an Imperial cruiser. Our passengers must be hotter than I thought. Try and hold them off. Angle the deflector shield while I make the calculations for the jump to light speed.,0.0,0.925,0.075,0.3612
416,INT. MILLENNIUM FALCON - COCKPIT,73,HAN,Stay sharp! There are two more coming in; they're going to try to cut us off.,0.138,0.862,0.0,-0.3382
417,INT. MILLENNIUM FALCON - COCKPIT,73,LUKE,Why don't you outrun them? I thought you said this thing was fast.,0.0,1.0,0.0,0.0
418,INT. MILLENNIUM FALCON - COCKPIT,73,HAN,"Watch your mouth, kid, or you're going to find yourself floating home. We'll be safe enough once we make the jump to hyperspace. Besides, I know a few maneuvers. We'll lose them!",0.08,0.826,0.094,0.126
419,INT. MILLENNIUM FALCON - COCKPIT,75,HAN,Here's where the fun begins!,0.0,0.527,0.473,0.5562
420,INT. MILLENNIUM FALCON - COCKPIT,75,BEN,How long before you can make the jump to light speed?,0.0,1.0,0.0,0.0
421,INT. MILLENNIUM FALCON - COCKPIT,75,HAN,It'll take a few moments to get the coordinates from the navi-computer.,0.0,1.0,0.0,0.0
422,INT. MILLENNIUM FALCON - COCKPIT,75,LUKE,Are you kidding? At the rate they're gaining...,0.0,0.833,0.167,0.1027
423,INT. MILLENNIUM FALCON - COCKPIT,75,HAN,"Traveling through hyperspace isn't like dusting crops, boy! Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?",0.072,0.928,0.0,-0.3404
424,INT. MILLENNIUM FALCON - COCKPIT,75,LUKE,What's that flashing?,0.0,1.0,0.0,0.0
425,INT. MILLENNIUM FALCON - COCKPIT,75,HAN,"We're losing our deflector shield. Go strap yourself in, I'm going to make the jump to light speed.",0.133,0.867,0.0,-0.3818
426,INT. DEATH STAR - CONTROL ROOM,78,MOTTI,We've entered the Alderaan system.,0.0,1.0,0.0,0.0
427,INT. DEATH STAR - CONTROL ROOM,78,LEIA,"Governor Tarkin, I should have expected to find you holding Vader's leash. I recognized your foul stench when I was brought on board.",0.148,0.852,0.0,-0.5106
428,INT. DEATH STAR - CONTROL ROOM,78,TARKIN,Charming to the last. You don't know how hard I found it signing the order to terminate your life!,0.0,0.748,0.252,0.6584
429,INT. DEATH STAR - CONTROL ROOM,78,LEIA,I surprised you had the courage to take the responsibility yourself!,0.0,0.597,0.403,0.6588
430,INT. DEATH STAR - CONTROL ROOM,78,TARKIN,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational. No star system will dare oppose the Emperor now.",0.15,0.778,0.072,-0.4019
431,INT. DEATH STAR - CONTROL ROOM,78,LEIA,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers.",0.0,1.0,0.0,0.0
432,INT. DEATH STAR - CONTROL ROOM,78,TARKIN,"Not after we demonstrate the power of this station. In a way, you have determined the choice of the planet that'll be destroyed first. Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan.",0.182,0.777,0.041,-0.8126
433,INT. DEATH STAR - CONTROL ROOM,78,LEIA,No! Alderaan is peaceful. We have no weapons. You can't possibly...,0.427,0.393,0.18,-0.5255
434,INT. DEATH STAR - CONTROL ROOM,78,TARKIN,You would prefer another target? A military target? Then name the system!,0.0,1.0,0.0,0.0
435,INT. DEATH STAR - CONTROL ROOM,78,TARKIN,I grow tired of asking this. So it'll be the last time. Where is the Rebel base?,0.243,0.757,0.0,-0.5423
436,INT. DEATH STAR - CONTROL ROOM,78,LEIA,(softly)Dantooine.,0.0,1.0,0.0,0.0
437,INT. DEATH STAR - CONTROL ROOM,78,LEIA,They're on Dantooine.,0.0,1.0,0.0,0.0
438,INT. DEATH STAR - CONTROL ROOM,78,TARKIN,"There. You see Lord Vader, she can be reasonable.(addressing Motti)Continue with the operation. You may fire when ready.",0.115,0.766,0.12,0.0258
439,INT. DEATH STAR - CONTROL ROOM,78,LEIA,What?,0.0,1.0,0.0,0.0
440,INT. DEATH STAR - CONTROL ROOM,78,TARKIN,You're far too trusting. Dantooine is too remote to make an effective demonstration. But don't worry. We will deal with your Rebel friends soon enough.,0.048,0.57,0.381,0.8781
441,INT. DEATH STAR - CONTROL ROOM,78,LEIA,No!,1.0,0.0,0.0,-0.3595
442,INT. DEATH STAR - BLAST CHAMBER,79,VADER,Commence primary ignition.,0.0,1.0,0.0,0.0
443,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,LUKE,Are you all right? What's wrong?,0.409,0.591,0.0,-0.5362
444,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced. I fear something terrible has happened.,0.392,0.5,0.108,-0.8689
445,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,You'd better get on with your exercises.,0.0,0.674,0.326,0.4404
446,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,"Well, you can forget your troubles with those Imperial slugs. I told you I'd outrun 'em.",0.258,0.632,0.111,-0.4215
447,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,Don't everyone thank me at once.,0.297,0.703,0.0,-0.2755
448,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours.",0.0,1.0,0.0,0.0
449,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,THREEPIO,"Now be careful, Artoo.",0.0,0.652,0.348,0.1531
450,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,THREEPIO,He made a fair move. Screaming about it won't help you.,0.343,0.494,0.162,-0.3732
451,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,(interrupting)Let him have it. It's not wise to upset a Wookiee.,0.201,0.628,0.171,-0.0951
452,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,THREEPIO,"But sir, nobody worries about upsetting a droid.",0.541,0.459,0.0,-0.7096
453,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,That's 'cause droids don't pull people's arms out of their socket when they lose. Wookiees are known to do that.,0.124,0.876,0.0,-0.4019
454,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,THREEPIO,"I see your point, sir. I suggest a new strategy, Artoo. Let the Wookiee win.",0.0,0.743,0.257,0.5859
455,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,"Remember, a Jedi can feel the Force flowing through him.",0.0,1.0,0.0,0.0
456,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,LUKE,You mean it controls your actions?,0.0,1.0,0.0,0.0
457,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,Partially. But it also obeys your commands.,0.0,1.0,0.0,0.0
458,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",0.255,0.6,0.145,-0.296
459,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,LUKE,"You don't believe in the Force, do you?",0.0,1.0,0.0,0.0
460,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,"Kid, I've flown from one side of this galaxy to the other. I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything. There's no mystical energy field that controls my destiny.",0.092,0.851,0.058,-0.1406
461,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,It's all a lot of simple tricks and nonsense.,0.412,0.588,0.0,-0.4939
462,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,"I suggest you try it again, Luke.",0.0,1.0,0.0,0.0
463,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,"This time, let go your conscious self and act on instinct.",0.0,1.0,0.0,0.0
464,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,LUKE,"(laughing)With the blast shield down, I can't even see. How am I supposed to fight?",0.178,0.822,0.0,-0.3818
465,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,Your eyes can deceive you. Don't trust them.,0.474,0.526,0.0,-0.6599
466,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,Stretch out with your feelings.,0.0,1.0,0.0,0.0
467,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,"You see, you can do it.",0.0,1.0,0.0,0.0
468,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,I call it luck.,0.0,0.4,0.6,0.4588
469,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,"In my experience, there's no such thing as luck.",0.18,0.574,0.246,0.2023
470,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,"Look, going good against remotes is one thing. Going good against the living? That's something else.",0.0,0.707,0.293,0.7003
471,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,HAN,Looks like we're coming up on Alderaan.,0.0,0.706,0.294,0.3612
472,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,LUKE,"You know, I did feel something. I could almost see the remote.",0.0,1.0,0.0,0.0
473,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,80,BEN,That's good. You have taken your first step into a larger world.,0.0,0.775,0.225,0.4404
474,INT. DEATH STAR - CONFERENCE ROOM,81,TARKIN,Yes.,0.0,0.0,1.0,0.4019
475,INT. DEATH STAR - CONFERENCE ROOM,81,OFFICER CASS,"Our scout ships have reached Dantooine. They found the remains of a Rebel base, but they estimate that it has been deserted for some time. They are now conducting an extensive search of the surrounding systems.",0.037,0.93,0.034,-0.0258
476,INT. DEATH STAR - CONFERENCE ROOM,81,TARKIN,She lied! She lied to us!,0.591,0.409,0.0,-0.6988
477,INT. DEATH STAR - CONFERENCE ROOM,81,VADER,I told you she would never consciously betray the Rebellion.,0.126,0.59,0.284,0.4344
478,INT. DEATH STAR - CONFERENCE ROOM,81,TARKIN,Terminate her... immediately!,0.0,1.0,0.0,0.0
479,INT. MILLENNIUM FALCON - COCKPIT,83,HAN,"Stand by, Chewie, here we go. Cut in the sublight engines.",0.174,0.826,0.0,-0.2732
480,INT. MILLENNIUM FALCON - COCKPIT,83,HAN,"What the...? Aw, we've come out of hyperspace into a meteor shower. Some kind of asteroid collision. It's not on any of the charts.",0.102,0.898,0.0,-0.3612
481,INT. MILLENNIUM FALCON - COCKPIT,83,LUKE,What's going on?,0.0,1.0,0.0,0.0
482,INT. MILLENNIUM FALCON - COCKPIT,83,HAN,"Our position is correct, except... no, Alderaan!",0.293,0.707,0.0,-0.3595
483,INT. MILLENNIUM FALCON - COCKPIT,83,LUKE,What do you mean? Where is it?,0.0,1.0,0.0,0.0
484,INT. MILLENNIUM FALCON - COCKPIT,83,HAN,"Thats what I'm trying to tell you, kid. It ain't there. It's been totally blown away.",0.0,1.0,0.0,0.0
485,INT. MILLENNIUM FALCON - COCKPIT,83,LUKE,What? How?,0.0,1.0,0.0,0.0
486,INT. MILLENNIUM FALCON - COCKPIT,83,BEN,Destroyed... by the Empire!,0.0,1.0,0.0,0.0
487,INT. MILLENNIUM FALCON - COCKPIT,83,HAN,The entire starfleet couldn't destroy the whole planet. It'd take a thousand ships with more fire power than I've...,0.125,0.743,0.132,0.0405
488,INT. MILLENNIUM FALCON - COCKPIT,83,HAN,There's another ship coming in.,0.0,1.0,0.0,0.0
489,INT. MILLENNIUM FALCON - COCKPIT,83,LUKE,Maybe they know what happened.,0.0,1.0,0.0,0.0
490,INT. MILLENNIUM FALCON - COCKPIT,83,BEN,It's an Imperial fighter.,0.0,0.652,0.348,0.1531
491,INT. MILLENNIUM FALCON - COCKPIT,83,LUKE,It followed us!,0.0,1.0,0.0,0.0
492,INT. MILLENNIUM FALCON - COCKPIT,83,BEN,No. It's a short range fighter.,0.324,0.441,0.235,-0.1531
493,INT. MILLENNIUM FALCON - COCKPIT,83,HAN,There aren't any bases around here. Where did it come from?,0.0,1.0,0.0,0.0
494,INT. MILLENNIUM FALCON - COCKPIT,85,LUKE,"It sure is leaving in a big hurry. If they identify us, we're in big trouble.",0.15,0.722,0.128,-0.1027
495,INT. MILLENNIUM FALCON - COCKPIT,85,HAN,Not if I can help it. Chewie...jam it's transmissions.,0.0,0.722,0.278,0.4019
496,INT. MILLENNIUM FALCON - COCKPIT,85,BEN,It'd be as well to let it go. It's too far out of range.,0.0,0.861,0.139,0.2732
497,INT. MILLENNIUM FALCON - COCKPIT,85,HAN,Not for long...,0.0,1.0,0.0,0.0
498,INT. MILLENNIUM FALCON - COCKPIT,87,BEN,A fighter that size couldn't get this deep into space on its own.,0.0,0.873,0.127,0.1531
499,INT. MILLENNIUM FALCON - COCKPIT,87,LUKE,"It must have gotten lost, been part of a convoy or something.",0.187,0.813,0.0,-0.3182
500,INT. MILLENNIUM FALCON - COCKPIT,87,HAN,"Well, he ain't going to be around long enough to tell anyone about us.",0.0,0.861,0.139,0.2732
501,INT. MILLENNIUM FALCON - COCKPIT,89,LUKE,Look at him. He's headed for that small moon.,0.0,1.0,0.0,0.0
502,INT. MILLENNIUM FALCON - COCKPIT,89,HAN,I think I can get him before he gets there... he's almost in range.,0.0,1.0,0.0,0.0
503,INT. MILLENNIUM FALCON - COCKPIT,89,BEN,That's no moon! It's a space station.,0.333,0.667,0.0,-0.3595
504,INT. MILLENNIUM FALCON - COCKPIT,89,HAN,It's too big to be a space station.,0.0,1.0,0.0,0.0
505,INT. MILLENNIUM FALCON - COCKPIT,89,LUKE,I have a very bad feeling about this.,0.396,0.418,0.186,-0.4615
506,INT. MILLENNIUM FALCON - COCKPIT,89,HAN,"Yeah, I think your right. Full reverse! Chewie, lock in the auxiliary power.",0.0,0.815,0.185,0.3595
507,INT. MILLENNIUM FALCON - COCKPIT,89,LUKE,Why are we still moving towards it?,0.0,1.0,0.0,0.0
508,INT. MILLENNIUM FALCON - COCKPIT,89,HAN,We're caught in a tractor beam! It's pulling us in!,0.0,1.0,0.0,0.0
509,INT. MILLENNIUM FALCON - COCKPIT,89,LUKE,But there's gotta be something you can do!,0.0,1.0,0.0,0.0
510,INT. MILLENNIUM FALCON - COCKPIT,89,HAN,"There's nothin' I can do about it, kid. I'm in full power. I'm going to have to shut down. But they're not going to get me without a fight!",0.0,0.913,0.087,0.3561
511,INT. MILLENNIUM FALCON - COCKPIT,89,BEN,You can't win. But there are alternatives to fighting.,0.443,0.557,0.0,-0.678
512,EXT. DEATH STAR - HUGE PORT DOORS,91,VOICE OVER DEATH STAR INTERCOM,,0.0,0.0,0.0,0.0
513,INT. DEATH STAR - DOCKING BAY 2037,92,OFFICER,To you stations!(to another officer)Come with me.,0.0,1.0,0.0,0.0
514,INT. DEATH STAR - HANGAR 2037,94,OFFICER,Close all outboard shields! Close all outboard shields!,0.0,1.0,0.0,0.0
515,INT. DEATH STAR - CONFERENCE ROOM,95,TARKIN,Yes.,0.0,0.0,1.0,0.4019
516,INT. DEATH STAR - CONFERENCE ROOM,95,VOICE,(over intercom)We've captured a freighter entering the remains of the Alderaan system. It's markings match those of a ship that blasted its way out of Mos Eisley.,0.0,1.0,0.0,0.0
517,INT. DEATH STAR - CONFERENCE ROOM,95,VADER,They must be trying to return the stolen plans to the princess. She may yet be of some use to us.,0.138,0.862,0.0,-0.4939
518,INT. DEATH STAR - DOCKING BAY 2037,96,VOICE,(over intercom)Unlock one-five-seven and nine. Release charges.,0.259,0.741,0.0,-0.2732
519,INT. DEATH STAR - DOCKING BAY 2037,96,OFFICER,"(to Vader)There's no one on board, sir. According to the log, the crew abandoned ship right after takeoff. It must be a decoy, sir. Several of the escape pods have been jettisoned.",0.149,0.802,0.049,-0.5423
520,INT. DEATH STAR - DOCKING BAY 2037,96,VADER,Did you find any droids?,0.0,1.0,0.0,0.0
521,INT. DEATH STAR - DOCKING BAY 2037,96,OFFICER,"No, sir. If there were any on board, they must also have jettisoned.",0.155,0.845,0.0,-0.296
522,INT. DEATH STAR - DOCKING BAY 2037,96,VADER,Send a scanning crew on board. I want every part of this ship checked.,0.0,0.894,0.106,0.0772
523,INT. DEATH STAR - DOCKING BAY 2037,96,OFFICER,"Yes, sir.",0.0,0.27,0.73,0.4019
524,INT. DEATH STAR - DOCKING BAY 2037,96,VADER,I sense something... a presence I haven't felt since...,0.0,1.0,0.0,0.0
525,INT. DEATH STAR - DOCKING BAY 2037,96,OFFICER,Get me a scanning crew in here on the double. I want every part of this ship checked!,0.0,0.904,0.096,0.1511
526,INT. MILLENNIUM FALCON - HALLWAY,97,LUKE,"Boy, it's lucky you had these compartments.",0.0,0.682,0.318,0.4215
527,INT. MILLENNIUM FALCON - HALLWAY,97,HAN,"I use them for smuggling. I never thought I'd be smuggling myself in them. This is ridiculous. Even if I could take off, I'd never get past the tractor beam.",0.266,0.734,0.0,-0.8271
528,INT. MILLENNIUM FALCON - HALLWAY,97,BEN,Leave that to me!,0.332,0.668,0.0,-0.126
